rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
611,Tier 3 - strong curated library,Christian Book,1095,"A Coal From The Altar, To Kindle The Holy Fire of Zeale: In a Sermon Preached at a Generall Visitation at Ipswich","Ward, Samuel",2005,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/16423,https://www.gutenberg.org/ebooks/16423.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/16423.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/a-coal-from-the-altar-to-kindle-the-holy-fire-of-zeale-in-a-sermon-preached-at-a-generall-visitation-at-ipswic.txt,14372,1.6,a coal from the altar to kindle the holy fire of zeale in a sermon preached at a generall visitation at ipswich|ward samuel,1
612,Tier 3 - strong curated library,Christian Book,1095,A History of the Baptists,John T. Christian,1922,Baptist History,Baptist History Collection,https://archive.org/download/historyofbaptist00chri/historyofbaptist00chri_djvu.txt,https://archive.org/download/historyofbaptist00chri/historyofbaptist00chri_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/historyofbaptist00chri/historyofbaptist00chri_djvu.txt.,Baptist history and principles from a Baptist perspective. Useful for Baptist distinctives and church-history study.,data/library/verified/a-history-of-the-baptists-john-t-christian.txt,165764,18.4,a history of the baptists|john t christian,1
613,Tier 3 - strong curated library,Christian Book,1095,"A History of the English Baptists, Volume 1",Joseph Ivimey,1764,Baptist History,Baptist History Collection,https://archive.org/download/historyofenglish01ivim/historyofenglish01ivim_djvu.txt,https://archive.org/download/historyofenglish01ivim/historyofenglish01ivim_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/historyofenglish01ivim/historyofenglish01ivim_djvu.txt.,"Early Baptist history resource for doctrine, baptism, dissent, and English Baptist roots. Useful for historical study with source discernment.",data/library/verified/a-history-of-the-english-baptists-volume-1-joseph-ivimey.txt,183240,20.4,a history of the english baptists|joseph ivimey,1
614,Tier 3 - strong curated library,Christian Book,1095,All of Grace,C. H. Spurgeon,1886,Evangelism,Spurgeon Collection,https://archive.org/details/allofgraceearnes00spur,https://archive.org/download/allofgraceearnes00spur/allofgraceearnes00spur_djvu.txt,verified,verified_allowed_public_domain,Internet Archive scan of an 1886 edition. C. H. Spurgeon died in 1892; this edition is public domain in the United States.,"Start here for a short, warm, gospel-centered presentation of salvation by grace.",data/library/verified/all-of-grace-c-h-spurgeon.txt,35759,4.0,all of grace|c h spurgeon,1
615,Tier 3 - strong curated library,Christian Book,1095,Baptist History,J. M. Cramp,1524,Baptist History,Baptist History Collection,https://archive.org/download/baptisthistoryfr00cram/baptisthistoryfr00cram_djvu.txt,https://archive.org/download/baptisthistoryfr00cram/baptisthistoryfr00cram_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/baptisthistoryfr00cram/baptisthistoryfr00cram_djvu.txt.,Baptist history from the early church through the eighteenth century. Helpful for Baptist identity and church-history study.,data/library/verified/baptist-history-j-m-cramp.txt,167189,18.6,baptist history|j m cramp,1
616,Tier 3 - strong curated library,Christian Book,1095,Grace Abounding to the Chief of Sinners,John Bunyan,1666,Christian life,Christian life,https://www.gutenberg.org/ebooks/654,https://www.gutenberg.org/ebooks/654.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Christian classic or devotional resource for careful reading and practical application.,data/library/verified/grace-abounding-to-the-chief-of-sinners.txt,61413,6.8,grace abounding to the chief of sinners|john bunyan,1
617,Tier 3 - strong curated library,Christian Book,1095,"Hurlbut's Life of Christ For Young and Old: A Complete Life of Christ Written in Simple Language, Based on the Gospel Narrative","Hurlbut, Jesse Lyman and Hole, William",2012,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/40460,https://www.gutenberg.org/ebooks/40460.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/40460.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/hurlbut-s-life-of-christ-for-young-and-old-a-complete-life-of-christ-written-in-simple-language-based-on-the-g.txt,112327,12.5,hurlbut s life of christ for young and old a complete life of christ written in simple language based on the gospel narrative|hurlbut jesse lyman and hole william,1
618,Tier 3 - strong curated library,Christian Book,1095,"Prisons and Prayer; Or, a Labor of Love",Elizabeth Ryder 1844- Wheaton,2012,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/41720,https://www.gutenberg.org/ebooks/41720.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/41720.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/prisons-and-prayer-or-a-labor-of-love-elizabeth-ryder-1844-wheaton.txt,189061,21.0,prisons and prayer or a labor of love|elizabeth ryder 1844 wheaton,1
619,Tier 3 - strong curated library,Christian Book,1095,Scripture texts illustrated by general literature,"Jacox, Francis",2023,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/70412,https://www.gutenberg.org/ebooks/70412.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/70412.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/scripture-texts-illustrated-by-general-literature-jacox-francis.txt,144250,16.0,scripture texts illustrated by general literature|jacox francis,1
620,Tier 3 - strong curated library,Christian Book,1095,Selected sermons of George Whitefield / with an introduction and notes by the Rev. A.R. Buckland,George Whitefield,1724,Evangelism,Revival & Evangelism,https://archive.org/download/selectedsermonso00whit/selectedsermonso00whit_djvu.txt,https://archive.org/download/selectedsermonso00whit/selectedsermonso00whit_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/selectedsermonso00whit/selectedsermonso00whit_djvu.txt.,George Whitefield public-domain sermon or revival resource for preaching history and Gospel emphasis.,data/library/verified/selected-sermons-of-george-whitefield-with-an-introduction-and-notes-by-the-rev-a-r-buckland-george-whitefield.txt,38937,4.3,selected sermons of george whitefield with an introduction and notes by the rev a r buckland|george whitefield,1
621,Tier 3 - strong curated library,Bible Study Reference,1095,The Acts of the apostles,G. Campbell Morgan,2026,Bible study helps,G. Campbell Morgan Collection,https://archive.org/download/MN41494ucmf_0/MN41494ucmf_0_djvu.txt,https://archive.org/download/MN41494ucmf_0/MN41494ucmf_0_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/MN41494ucmf_0/MN41494ucmf_0_djvu.txt.,G. Campbell Morgan public-domain-era Bible study or preaching resource for exposition and teaching preparation.,data/library/verified/the-acts-of-the-apostles-g-campbell-morgan.txt,201231,22.4,the acts of the apostles|g campbell morgan,1
622,Tier 3 - strong curated library,Bible Study Reference,1095,The Christ of to-day : what? whence? whither?,G. Campbell Morgan,1905,Bible study helps,G. Campbell Morgan Collection,https://archive.org/download/christoftodaywha0000morg/christoftodaywha0000morg_djvu.txt,https://archive.org/download/christoftodaywha0000morg/christoftodaywha0000morg_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/christoftodaywha0000morg/christoftodaywha0000morg_djvu.txt.,G. Campbell Morgan public-domain-era Bible study or preaching resource for exposition and teaching preparation.,data/library/verified/the-christ-of-to-day-what-whence-whither-g-campbell-morgan.txt,9018,1.0,the christ of to day what whence whither|g campbell morgan,1
623,Tier 3 - strong curated library,Christian Book,1095,The Early English Baptists,Benjamin Evans,1516,Baptist History,Baptist History Collection,https://archive.org/download/earlyenglishbap00evangoog/earlyenglishbap00evangoog_djvu.txt,https://archive.org/download/earlyenglishbap00evangoog/earlyenglishbap00evangoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/earlyenglishbap00evangoog/earlyenglishbap00evangoog_djvu.txt.,"Early English Baptist history resource for Baptist roots, dissent, and historical context.",data/library/verified/the-early-english-baptists-benjamin-evans.txt,117790,13.1,the early english baptists|benjamin evans,1
624,Tier 3 - strong curated library,Christian Book,1095,The Evils of Infant Baptism,R. B. C. Howell,1529,Baptist History,Baptist Doctrine Collection,https://archive.org/download/evilsinfantbapt00socigoog/evilsinfantbapt00socigoog_djvu.txt,https://archive.org/download/evilsinfantbapt00socigoog/evilsinfantbapt00socigoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/evilsinfantbapt00socigoog/evilsinfantbapt00socigoog_djvu.txt.,"Historical Baptist argument on baptism. Useful for doctrinal history, but should be read with Scripture primary and charitable discernment.",data/library/verified/the-evils-of-infant-baptism-r-b-c-howell.txt,86012,9.6,the evils of infant baptism|r b c howell,1
625,Tier 3 - strong curated library,Christian Book,1095,The Life of Adoniram Judson,Edward Judson,1883,Missions,Missions,https://www.gutenberg.org/ebooks/70894,https://www.gutenberg.org/ebooks/70894.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Missions lessons, Baptist history, and biography reading.",data/library/verified/the-life-of-adoniram-judson.txt,225809,25.1,the life of adoniram judson|edward judson,1
626,Tier 3 - strong curated library,Christian Book,1095,The Life of Rev. David Brainerd,David Brainerd,2021,Missions,Missions,https://www.gutenberg.org/ebooks/65066,https://www.gutenberg.org/ebooks/65066.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/65066.,Public-domain missionary diary and biography.,data/library/verified/the-life-of-rev-david-brainerd-david-brainerd.txt,110269,12.3,the life of rev david brainerd|david brainerd,1
627,Tier 3 - strong curated library,Christian Book,1095,"The Sin and Danger of Self-Love Described by a Sermon Preached At Plymouth, in New-England, 1621","Cushman, Robert",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44071,https://www.gutenberg.org/ebooks/44071.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44071.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/the-sin-and-danger-of-self-love-described-by-a-sermon-preached-at-plymouth-in-new-england-1621-cushman-robert.txt,12714,1.4,the sin and danger of self love described by a sermon preached at plymouth in new england|cushman robert,1
628,Tier 3 - strong curated library,Christian Book,1095,The Story of the Baptists in All Ages and Countries,Richard B. Cook,1615,Baptist History,Baptist History Collection,https://archive.org/download/storyofbaptistsi00cookiala/storyofbaptistsi00cookiala_djvu.txt,https://archive.org/download/storyofbaptistsi00cookiala/storyofbaptistsi00cookiala_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/storyofbaptistsi00cookiala/storyofbaptistsi00cookiala_djvu.txt.,"Accessible Baptist history overview for newer readers, Sunday school teachers, and historical orientation.",data/library/verified/the-story-of-the-baptists-in-all-ages-and-countries-richard-b-cook.txt,101114,11.2,the story of the baptists in all ages and countries|richard b cook,1
629,Tier 3 - strong curated library,Christian Book,1095,The Wonders of Prayer,Various,1885,Prayer,Prayer,https://www.gutenberg.org/ebooks/11553,https://www.gutenberg.org/ebooks/11553.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Prayer meeting illustrations and devotional encouragement.,data/library/verified/the-wonders-of-prayer.txt,126488,14.1,the wonders of prayer|various,1
630,Tier 3 - strong curated library,Christian Book,1090,"A Sermon Preached at the Quaker's Meeting House, in Gracechurch-Street, London, Eighth Month 12th, 1694.","Penn, William",2007,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/20534,https://www.gutenberg.org/ebooks/20534.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/20534.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/a-sermon-preached-at-the-quaker-s-meeting-house-in-gracechurch-street-london-eighth-month-12th-1694-penn-willi.txt,5060,0.6,a sermon preached at the quaker s meeting house in gracechurch street london eighth month 12th|penn william,1
